Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
180388415,"$  20,000 - $49,999",OWNER,N,21,60-64,DirectMarketing,YES
170410507,"$100,000 - $199,999",OWNER,N,24,55-59,DirectMarketing,YES
181289937,"$  20,000 - $49,999",OWNER,Y,23,30-34,Website,YES
181509779,"$  20,000 - $49,999",OWNER,N,3,30-34,Website,YES
140380810,"$  50,000 - $99,999",OWNER,N,6,45-49,DirectMarketing,YES
180397413,"$  20,000 - $49,999",OWNER,N,15,65-69,DirectMarketing,YES
181550333,"$500,000 Plus",OWNER,Y,14,40-44,Website,YES
180636656,"$200,000 - $299,999",OWNER,Y,11,50-54,DirectMarketing,YES
180581280,"$100,000 - $199,999",OWNER,Y,17,50-54,Website,YES
181536810,"$  50,000 - $99,999",RENTER,Y,7,50-54,Website,YES
160152570,"$100,000 - $199,999",OWNER,N,16,50-54,DirectMarketing,YES
170187032,"$  20,000 - $49,999",OWNER,N,37,75 years or more,DirectMarketing,YES
140334337,"$  20,000 - $49,999",OWNER,Y,10,60-64,DirectMarketing,YES
181442723,"$  20,000 - $49,999",OWNER,N,2,30-34,DirectMarketing,YES
181553929,"$  20,000 - $49,999",OWNER,N,8,75 years or more,Website,YES
140363212,"$100,000 - $199,999",OWNER,N,19,65-69,DirectMarketing,YES
140221329,"$  50,000 - $99,999",OWNER,N,23,65-69,DirectMarketing,YES
181312697,"$  20,000 - $49,999",RENTER,N,8,35-39,DirectMarketing,YES
110057722,"$100,000 - $199,999",OWNER,N,40,75 years or more,DirectMarketing,YES
160001804,"$100,000 - $199,999",OWNER,N,29,65-69,DirectMarketing,YES
180766460,"$  20,000 - $49,999",OWNER,N,37,60-64,DirectMarketing,YES
170022385,"$  50,000 - $99,999",OWNER,Y,28,50-54,DirectMarketing,YES
120132266,"$100,000 - $199,999",OWNER,N,10,65-69,DirectMarketing,YES
110074998,"Under $20,000",OWNER,Y,18,70-74,DirectMarketing,YES
181223306,"$300,000 - $399,999",OWNER,Y,18,55-59,DirectMarketing,YES
181515067,"$  50,000 - $99,999",RENTER,N,4,70-74,Website,YES
181168838,"$  20,000 - $49,999",OWNER,N,46,75 years or more,DirectMarketing,YES
181487599,"$  20,000 - $49,999",OWNER,N,1,25-29,DirectMarketing,YES
180638272,"$100,000 - $199,999",OWNER,Y,18,45-49,DirectMarketing,YES
181515009,"$  50,000 - $99,999",RENTER,N,1,24 years or less,Website,YES
180388481,"$100,000 - $199,999",OWNER,N,12,50-54,DirectMarketing,YES
160074170,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181548709,"$100,000 - $199,999",OWNER,N,13,75 years or more,DirectMarketing,YES
181551656,"$  50,000 - $99,999",RENTER,N,20,60-64,Website,YES
180432094,"$  20,000 - $49,999",OWNER,Y,26,45-49,DirectMarketing,YES
180766458,"$  50,000 - $99,999",OWNER,N,35,60-64,DirectMarketing,YES
180636055,"$  20,000 - $49,999",RENTER,Y,6,35-39,DirectMarketing,YES
181551809,"$  20,000 - $49,999",OWNER,N,1,40-44,Website,YES
180193055,"$300,000 - $399,999",OWNER,N,28,65-69,DirectMarketing,YES
120559770,"$100,000 - $199,999",OWNER,N,23,70-74,DirectMarketing,YES
181319590,"$300,000 - $399,999",OWNER,N,37,65-69,DirectMarketing,YES
181524532,"$  50,000 - $99,999",OWNER,N,7,45-49,DirectMarketing,YES
130278182,"$  20,000 - $49,999",OWNER,Y,19,65-69,DirectMarketing,YES
181548243,"$  20,000 - $49,999",RENTER,N,3,25-29,Website,YES
181184697,"$  50,000 - $99,999",OWNER,N,4,60-64,DirectMarketing,YES
110446600,"$  50,000 - $99,999",OWNER,N,40,75 years or more,DirectMarketing,YES
181541144,"$  50,000 - $99,999",RENTER,N,3,50-54,Website,YES
110590954,"$  50,000 - $99,999",OWNER,Y,18,50-54,Website,YES
130518772,"$100,000 - $199,999",OWNER,Y,16,50-54,Website,YES
181197746,"$  50,000 - $99,999",RENTER,Y,1,50-54,DirectMarketing,YES
140073412,"$100,000 - $199,999",OWNER,N,40,75 years or more,DirectMarketing,YES
181546863,"$  50,000 - $99,999",OWNER,N,16,55-59,Website,YES
181543786,"$  50,000 - $99,999",OWNER,N,5,35-39,Website,YES
180645697,"$  20,000 - $49,999",OWNER,N,13,45-49,DirectMarketing,YES
181203369,"$  50,000 - $99,999",OWNER,Y,15,55-59,DirectMarketing,YES
181255575,"$  20,000 - $49,999",OWNER,N,3,65-69,DirectMarketing,YES
180426201,"Under $20,000",OWNER,N,3,55-59,DirectMarketing,YES
160332393,"$100,000 - $199,999",OWNER,Y,24,55-59,DirectMarketing,YES
180592529,"$  20,000 - $49,999",OWNER,N,9,30-34,DirectMarketing,YES
130084345,"$  50,000 - $99,999",OWNER,N,22,60-64,DirectMarketing,YES
180670523,"Under $20,000",RENTER,N,2,50-54,DirectMarketing,YES
170241590,"$  50,000 - $99,999",RENTER,N,2,55-59,DirectMarketing,YES
120267723,"$300,000 - $399,999",OWNER,N,25,55-59,DirectMarketing,YES
181412622,"$  20,000 - $49,999",RENTER,N,1,30-34,Website,YES
180248962,"$300,000 - $399,999",OWNER,Y,11,50-54,DirectMarketing,YES
180325472,"Under $20,000",RENTER,N,4,45-49,DirectMarketing,YES
140121663,"$100,000 - $199,999",OWNER,N,14,75 years or more,DirectMarketing,YES
160429721,"$  50,000 - $99,999",OWNER,Y,20,50-54,DirectMarketing,YES
160018527,"$100,000 - $199,999",OWNER,N,47,50-54,DirectMarketing,YES
181548367,"$100,000 - $199,999",OWNER,N,5,55-59,Website,YES
181332790,"$  20,000 - $49,999",RENTER,Y,3,30-34,DirectMarketing,YES
181506013,"Under $20,000",RENTER,N,1,45-49,DirectMarketing,YES
180455815,"$  20,000 - $49,999",RENTER,N,5,75 years or more,DirectMarketing,YES
181524849,"$  20,000 - $49,999",OWNER,N,22,60-64,Website,YES
181273003,"$  20,000 - $49,999",OWNER,Y,18,40-44,DirectMarketing,YES
170068529,"$  50,000 - $99,999",OWNER,N,40,70-74,DirectMarketing,YES
180618707,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
130096952,"$100,000 - $199,999",OWNER,N,33,70-74,DirectMarketing,YES
181525856,"$  50,000 - $99,999",RENTER,N,1,45-49,DirectMarketing,YES
180394584,"Under $20,000",RENTER,N,9,75 years or more,Website,YES
181493215,"$  20,000 - $49,999",OWNER,Y,15,35-39,DirectMarketing,YES
150450307,"$100,000 - $199,999",OWNER,N,28,70-74,DirectMarketing,YES
181512958,"$100,000 - $199,999",OWNER,N,23,65-69,Website,YES
181199941,"$100,000 - $199,999",OWNER,Y,5,40-44,DirectMarketing,YES
120458354,"$  20,000 - $49,999",RENTER,N,18,60-64,DirectMarketing,YES
180306829,"$  50,000 - $99,999",OWNER,N,36,60-64,DirectMarketing,YES
110431312,"$100,000 - $199,999",RENTER,N,23,60-64,DirectMarketing,YES
181279143,"$  20,000 - $49,999",OWNER,N,9,70-74,DirectMarketing,YES
110409745,"$300,000 - $399,999",OWNER,Y,19,50-54,DirectMarketing,YES
160308572,"$400,000 - $499,999",OWNER,Y,28,65-69,DirectMarketing,YES
181547171,"$100,000 - $199,999",OWNER,N,2,55-59,Website,YES
181216071,"$  50,000 - $99,999",OWNER,N,8,50-54,DirectMarketing,YES
150271709,"$100,000 - $199,999",OWNER,N,29,60-64,DirectMarketing,YES
160290169,"$100,000 - $199,999",OWNER,N,21,60-64,DirectMarketing,YES
181203488,"$100,000 - $199,999",OWNER,N,28,50-54,Website,YES
180577501,"$100,000 - $199,999",OWNER,N,23,70-74,DirectMarketing,YES
120378071,"$100,000 - $199,999",OWNER,N,21,55-59,Website,YES
181487370,"$  50,000 - $99,999",OWNER,N,27,75 years or more,DirectMarketing,YES
110046711,"$100,000 - $199,999",OWNER,N,21,40-44,DirectMarketing,YES
180452297,"$  50,000 - $99,999",OWNER,N,6,60-64,DirectMarketing,YES
180583331,"$  50,000 - $99,999",OWNER,N,28,50-54,Website,YES
180513656,"$  20,000 - $49,999",RENTER,Y,7,50-54,DirectMarketing,YES
170592640,"$100,000 - $199,999",OWNER,Y,7,50-54,DirectMarketing,YES
181514792,"$  20,000 - $49,999",RENTER,N,13,45-49,Website,YES
181446829,"$  50,000 - $99,999",OWNER,Y,23,50-54,Website,YES
180540001,"$  50,000 - $99,999",OWNER,N,17,45-49,DirectMarketing,YES
180554869,"Under $20,000",RENTER,N,12,55-59,DirectMarketing,YES
181297211,"Under $20,000",OWNER,N,10,60-64,DirectMarketing,YES
181181665,"$  20,000 - $49,999",OWNER,N,7,50-54,Website,YES
170041719,"$  50,000 - $99,999",OWNER,N,38,65-69,DirectMarketing,YES
160372650,"$  50,000 - $99,999",OWNER,N,48,65-69,DirectMarketing,YES
180514270,"$  20,000 - $49,999",OWNER,N,17,65-69,Website,YES
181216175,"$  20,000 - $49,999",OWNER,N,11,65-69,DirectMarketing,YES
181407038,"$100,000 - $199,999",OWNER,N,1,40-44,DirectMarketing,YES
181524403,"$300,000 - $399,999",OWNER,Y,18,60-64,Website,YES
181259653,"$  20,000 - $49,999",RENTER,N,7,40-44,DirectMarketing,YES
130230848,"$  50,000 - $99,999",OWNER,N,32,55-59,Website,YES
180458658,"$  50,000 - $99,999",OWNER,Y,6,55-59,DirectMarketing,YES
130131588,"$  20,000 - $49,999",OWNER,N,7,25-29,DirectMarketing,YES
180246355,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,YES
181172571,"Under $20,000",OWNER,N,23,75 years or more,DirectMarketing,YES
180764162,"$100,000 - $199,999",OWNER,N,18,75 years or more,Website,YES
160007376,"$  50,000 - $99,999",OWNER,N,30,70-74,DirectMarketing,YES
181193792,"$  20,000 - $49,999",RENTER,N,1,25-29,DirectMarketing,YES
120030829,"$100,000 - $199,999",OWNER,N,23,65-69,DirectMarketing,YES
120316352,"$100,000 - $199,999",OWNER,Y,37,75 years or more,DirectMarketing,YES
140561718,"$100,000 - $199,999",OWNER,N,21,65-69,DirectMarketing,YES
181283392,"Under $20,000",OWNER,N,14,75 years or more,DirectMarketing,YES
130471452,"$200,000 - $299,999",OWNER,N,37,75 years or more,DirectMarketing,YES
181195906,"$100,000 - $199,999",OWNER,N,15,45-49,DirectMarketing,YES
180629199,"Under $20,000",OWNER,N,18,40-44,DirectMarketing,YES
110279398,"$  50,000 - $99,999",RENTER,N,13,75 years or more,DirectMarketing,YES
181419408,"$100,000 - $199,999",OWNER,N,26,55-59,DirectMarketing,YES
160115638,"$  50,000 - $99,999",OWNER,Y,1,75 years or more,DirectMarketing,YES
180270670,"$  50,000 - $99,999",OWNER,Y,21,50-54,DirectMarketing,YES
110202034,"$100,000 - $199,999",OWNER,N,29,70-74,DirectMarketing,YES
181536471,"$  20,000 - $49,999",OWNER,N,18,60-64,Website,YES
110527415,"$  50,000 - $99,999",OWNER,Y,11,35-39,Website,YES
181535144,"$100,000 - $199,999",OWNER,N,19,60-64,DirectMarketing,YES
180543791,"$100,000 - $199,999",OWNER,N,9,75 years or more,DirectMarketing,YES
180648841,"$  20,000 - $49,999",RENTER,N,21,45-49,DirectMarketing,YES
160267622,"$  50,000 - $99,999",OWNER,Y,16,45-49,DirectMarketing,YES
140287234,"$300,000 - $399,999",OWNER,N,26,65-69,DirectMarketing,YES
150252767,"$300,000 - $399,999",OWNER,N,29,60-64,DirectMarketing,YES
181469335,"Under $20,000",RENTER,N,10,50-54,Website,YES
170052891,"Under $20,000",OWNER,N,39,75 years or more,DirectMarketing,YES
181451062,"Under $20,000",RENTER,N,14,35-39,Website,YES
130549649,"$100,000 - $199,999",OWNER,N,20,65-69,DirectMarketing,YES
180276341,"$400,000 - $499,999",OWNER,N,23,55-59,Website,YES
140171118,"$400,000 - $499,999",OWNER,N,22,55-59,DirectMarketing,YES
170199688,"$100,000 - $199,999",OWNER,Y,39,75 years or more,DirectMarketing,YES
120259701,"$  50,000 - $99,999",OWNER,N,4,25-29,Website,YES
140275362,"$100,000 - $199,999",OWNER,Y,22,50-54,DirectMarketing,YES
181523919,"$  50,000 - $99,999",OWNER,N,8,45-49,DirectMarketing,YES
181465774,"Under $20,000",RENTER,Y,7,24 years or less,Website,YES
180629085,"$100,000 - $199,999",OWNER,N,38,65-69,DirectMarketing,YES
181372692,"$  20,000 - $49,999",OWNER,N,7,40-44,Website,YES
180310303,"$  20,000 - $49,999",OWNER,N,38,75 years or more,Website,YES
181290497,"$  20,000 - $49,999",RENTER,N,1,24 years or less,Website,YES
160546502,"$  50,000 - $99,999",OWNER,N,22,65-69,DirectMarketing,YES
180706360,"$  20,000 - $49,999",RENTER,N,8,35-39,DirectMarketing,YES
140538548,"$100,000 - $199,999",OWNER,Y,7,50-54,DirectMarketing,YES
181405786,"$100,000 - $199,999",OWNER,Y,19,45-49,DirectMarketing,YES
181194439,"$100,000 - $199,999",OWNER,Y,16,45-49,DirectMarketing,YES
150020773,"$100,000 - $199,999",OWNER,N,22,70-74,DirectMarketing,YES
181480121,"$  20,000 - $49,999",RENTER,N,1,75 years or more,Website,YES
181495700,"$  20,000 - $49,999",RENTER,N,1,70-74,DirectMarketing,YES
150458630,"$  20,000 - $49,999",OWNER,N,15,60-64,DirectMarketing,YES
110132734,"$  50,000 - $99,999",OWNER,N,41,75 years or more,DirectMarketing,YES
181525769,"Under $20,000",OWNER,N,37,65-69,Website,YES
150570112,"$  50,000 - $99,999",OWNER,N,20,75 years or more,DirectMarketing,YES
181537802,"$  50,000 - $99,999",OWNER,N,8,35-39,Website,YES
120053733,"$100,000 - $199,999",OWNER,N,36,65-69,DirectMarketing,YES
181371949,"$  50,000 - $99,999",OWNER,Y,10,25-29,DirectMarketing,YES
181467148,"$  50,000 - $99,999",RENTER,N,3,55-59,Website,YES
180554191,"$100,000 - $199,999",OWNER,N,27,65-69,DirectMarketing,YES
120059508,"$  50,000 - $99,999",OWNER,N,34,75 years or more,DirectMarketing,YES
181508249,"$  50,000 - $99,999",OWNER,N,7,45-49,Website,YES
170166921,"$  50,000 - $99,999",OWNER,N,54,75 years or more,DirectMarketing,YES
181546002,"$100,000 - $199,999",OWNER,N,20,60-64,Website,YES
181514364,"$  20,000 - $49,999",RENTER,N,1,30-34,Website,YES
181470315,"$  50,000 - $99,999",OWNER,N,1,45-49,DirectMarketing,YES
180572176,"$100,000 - $199,999",OWNER,N,3,50-54,DirectMarketing,YES
180663941,"$  50,000 - $99,999",RENTER,N,2,35-39,DirectMarketing,YES
181551712,"Under $20,000",RENTER,N,7,45-49,Website,YES
181205844,"$  20,000 - $49,999",OWNER,N,7,45-49,DirectMarketing,YES
180240862,"$  50,000 - $99,999",OWNER,N,28,60-64,DirectMarketing,YES
110034111,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181485266,"$  50,000 - $99,999",OWNER,Y,9,65-69,DirectMarketing,YES
181445963,"$  50,000 - $99,999",OWNER,N,23,70-74,Website,YES
181259396,"$  50,000 - $99,999",RENTER,N,1,60-64,Website,YES
110445424,"$  50,000 - $99,999",OWNER,N,9,75 years or more,DirectMarketing,YES
150414103,"$  50,000 - $99,999",OWNER,N,29,65-69,DirectMarketing,YES
140402769,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
181531556,"$  20,000 - $49,999",OWNER,N,33,65-69,Website,YES
140371710,"$  50,000 - $99,999",OWNER,Y,32,60-64,DirectMarketing,YES
140519683,"$  50,000 - $99,999",OWNER,N,20,55-59,DirectMarketing,YES
181289300,"$100,000 - $199,999",OWNER,Y,39,65-69,DirectMarketing,YES
181524766,"$  20,000 - $49,999",RENTER,N,4,25-29,DirectMarketing,YES
181301345,"$  50,000 - $99,999",RENTER,Y,2,45-49,Website,YES
150031294,"$  50,000 - $99,999",OWNER,Y,40,65-69,DirectMarketing,YES
180304713,"$300,000 - $399,999",OWNER,N,17,60-64,Website,YES
181546856,"$  20,000 - $49,999",OWNER,Y,24,65-69,Website,YES
181447111,"Under $20,000",RENTER,N,1,45-49,DirectMarketing,YES
170087793,"$100,000 - $199,999",OWNER,N,40,70-74,DirectMarketing,YES
110183659,"$100,000 - $199,999",OWNER,Y,27,60-64,DirectMarketing,YES
181421805,"$  50,000 - $99,999",OWNER,N,2,75 years or more,DirectMarketing,YES
181409580,"$  50,000 - $99,999",RENTER,Y,1,25-29,DirectMarketing,YES
180490341,"$100,000 - $199,999",OWNER,N,23,50-54,DirectMarketing,YES
120339641,"$100,000 - $199,999",OWNER,N,5,35-39,DirectMarketing,YES
181445409,"Under $20,000",OWNER,N,1,35-39,Website,YES
170133622,"$  50,000 - $99,999",OWNER,N,33,75 years or more,DirectMarketing,YES
181523599,"$100,000 - $199,999",OWNER,Y,22,60-64,Website,YES
130136096,"$100,000 - $199,999",OWNER,N,13,65-69,DirectMarketing,YES
181524956,"$  20,000 - $49,999",RENTER,N,6,50-54,DirectMarketing,YES
180498521,"$100,000 - $199,999",OWNER,N,38,50-54,Website,YES
181529772,"$100,000 - $199,999",OWNER,N,3,30-34,DirectMarketing,YES
110187831,"$100,000 - $199,999",OWNER,N,31,75 years or more,DirectMarketing,YES
181406034,"$  20,000 - $49,999",RENTER,N,6,24 years or less,Website,YES
160023539,"$100,000 - $199,999",OWNER,N,29,75 years or more,DirectMarketing,YES
110351582,"$  20,000 - $49,999",OWNER,N,12,50-54,DirectMarketing,YES
130221468,"$100,000 - $199,999",OWNER,Y,21,60-64,DirectMarketing,YES
120134548,"$100,000 - $199,999",OWNER,N,21,60-64,DirectMarketing,YES
160142427,"Under $20,000",RENTER,N,4,75 years or more,DirectMarketing,YES
180299771,"$  50,000 - $99,999",OWNER,N,8,70-74,DirectMarketing,YES
150077403,"$  20,000 - $49,999",OWNER,N,14,60-64,DirectMarketing,YES
180077726,"$  20,000 - $49,999",OWNER,N,8,70-74,Website,YES
120271048,"Under $20,000",OWNER,N,13,75 years or more,DirectMarketing,YES
110481691,"$  50,000 - $99,999",OWNER,N,13,70-74,DirectMarketing,YES
181543505,"$  20,000 - $49,999",OWNER,N,1,30-34,Website,YES
170296323,"$400,000 - $499,999",OWNER,N,23,65-69,DirectMarketing,YES
120144215,"$300,000 - $399,999",OWNER,N,13,50-54,DirectMarketing,YES
130147968,"$100,000 - $199,999",OWNER,N,12,30-34,DirectMarketing,YES
130310417,"$100,000 - $199,999",OWNER,Y,23,50-54,DirectMarketing,YES
150510759,"$100,000 - $199,999",OWNER,N,18,55-59,DirectMarketing,YES
130122250,"$100,000 - $199,999",OWNER,N,37,65-69,DirectMarketing,YES
120005006,"$  20,000 - $49,999",OWNER,N,54,75 years or more,DirectMarketing,YES
150279584,"$  50,000 - $99,999",OWNER,N,40,70-74,DirectMarketing,YES
181204337,"$  50,000 - $99,999",OWNER,N,14,45-49,DirectMarketing,YES
181538617,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
120059424,"$100,000 - $199,999",OWNER,Y,44,75 years or more,DirectMarketing,YES
130020050,"$  20,000 - $49,999",OWNER,N,39,75 years or more,DirectMarketing,YES
181430013,"$100,000 - $199,999",RENTER,N,1,25-29,Website,YES
180441878,"$  20,000 - $49,999",OWNER,N,18,45-49,DirectMarketing,YES
130453889,"$100,000 - $199,999",OWNER,N,8,60-64,DirectMarketing,YES
181446101,"Under $20,000",RENTER,N,2,50-54,Website,YES
181204833,"$  20,000 - $49,999",RENTER,N,4,25-29,DirectMarketing,YES
181483579,"$  50,000 - $99,999",RENTER,N,4,60-64,DirectMarketing,YES
110131880,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
160383318,"$  50,000 - $99,999",OWNER,N,26,75 years or more,DirectMarketing,YES
181541569,"$100,000 - $199,999",OWNER,N,14,40-44,DirectMarketing,YES
180489821,"$200,000 - $299,999",OWNER,Y,14,45-49,DirectMarketing,YES
181195395,"Under $20,000",RENTER,N,11,30-34,DirectMarketing,YES
120430284,"$300,000 - $399,999",OWNER,Y,22,45-49,DirectMarketing,YES
181285400,"$100,000 - $199,999",OWNER,N,2,40-44,Website,YES
181287747,"Under $20,000",RENTER,N,11,50-54,DirectMarketing,YES
181539834,"$  20,000 - $49,999",OWNER,N,9,30-34,Website,YES
181440567,"$  20,000 - $49,999",OWNER,N,31,75 years or more,DirectMarketing,YES
150134495,"$100,000 - $199,999",OWNER,N,50,75 years or more,DirectMarketing,YES
150320975,"$100,000 - $199,999",OWNER,Y,15,50-54,DirectMarketing,YES
181551753,"Under $20,000",RENTER,N,4,50-54,Website,YES
160221429,"$  50,000 - $99,999",OWNER,N,52,75 years or more,DirectMarketing,YES
180293216,"$  50,000 - $99,999",OWNER,N,28,60-64,DirectMarketing,YES
181315997,"$  50,000 - $99,999",RENTER,N,1,30-34,DirectMarketing,YES
110091119,"$  50,000 - $99,999",OWNER,Y,4,50-54,DirectMarketing,YES
140009439,"$  50,000 - $99,999",OWNER,N,24,65-69,DirectMarketing,YES
130225822,"$  50,000 - $99,999",OWNER,N,27,70-74,Website,YES
180497834,"Under $20,000",RENTER,N,5,70-74,Website,YES
150130715,"$400,000 - $499,999",OWNER,N,31,60-64,DirectMarketing,YES
180632934,"Under $20,000",RENTER,N,1,35-39,DirectMarketing,YES
181483291,"$100,000 - $199,999",OWNER,Y,24,40-44,DirectMarketing,YES
181461206,"$  20,000 - $49,999",OWNER,N,3,45-49,Website,YES
160040885,"$400,000 - $499,999",OWNER,N,23,60-64,DirectMarketing,YES
181262904,"$  20,000 - $49,999",OWNER,N,29,45-49,DirectMarketing,YES
181273847,"Under $20,000",OWNER,N,29,75 years or more,DirectMarketing,YES
180466040,"$100,000 - $199,999",OWNER,N,24,55-59,DirectMarketing,YES
180703351,"$  50,000 - $99,999",OWNER,N,44,75 years or more,DirectMarketing,YES
170397207,"$100,000 - $199,999",OWNER,N,13,70-74,DirectMarketing,YES
180580351,"$100,000 - $199,999",OWNER,N,23,45-49,DirectMarketing,YES
180199576,"$100,000 - $199,999",OWNER,N,43,70-74,DirectMarketing,YES
130205529,"$100,000 - $199,999",OWNER,N,21,60-64,DirectMarketing,YES
150527643,"$  50,000 - $99,999",OWNER,N,6,40-44,DirectMarketing,YES
181474996,"$  50,000 - $99,999",RENTER,N,8,35-39,Website,YES
160329481,"$100,000 - $199,999",OWNER,N,17,55-59,Website,YES
181257097,"$  20,000 - $49,999",RENTER,N,30,60-64,DirectMarketing,YES
181483472,"$  50,000 - $99,999",OWNER,N,30,70-74,Website,YES
181510766,"$  50,000 - $99,999",OWNER,Y,22,50-54,DirectMarketing,YES
120259078,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
160141937,"$100,000 - $199,999",OWNER,N,31,65-69,DirectMarketing,YES
180194816,"$100,000 - $199,999",OWNER,N,29,70-74,DirectMarketing,YES
170277437,"$200,000 - $299,999",OWNER,Y,18,50-54,DirectMarketing,YES
130168422,"$100,000 - $199,999",OWNER,Y,16,55-59,DirectMarketing,YES
181206631,"Under $20,000",OWNER,N,6,45-49,DirectMarketing,YES
170184442,"$  20,000 - $49,999",OWNER,N,15,70-74,DirectMarketing,YES
181535046,"$  20,000 - $49,999",OWNER,N,13,55-59,DirectMarketing,YES
